Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound,sentiment_score,sentiment_label
123,Aleksandar Milivojevic,2.0,"bought 64gb version card use gopro hero 3 black edition. work out. card worked ok camera set resolution lower bit rates. worked fine 720p protune on, 1080p protune off. however, 1080p protune 6 mb/s mode -- much higher protune turned off) nothing trouble. camera would sometime work, sometime randomly stop recording obvious reason. first camera, testing different sd cards, ended sandisk's card fault. spare card, old cheap 16gb pny (also class 10), worked fine condition camera obvious problem card, found people gopro's forum trouble specific card well always find figure speed test card simple write 1gb file full zero using unix dd utility copy 1gb zero /dev/zero (where else would find many zero ;-) onto file card. result sandisk's card would manage mb/s. barely bar class 10 card. however, average 1gb. write test, speed many spike drop low 7mb/s. thought write speed class 10 card never dip 10 comparison, old cheap class 10 pny card chugging along constant 13 mb/s test. spike drop card probably work fine devices, recording 1080p video often low enough and/or camera might huge want use record video high bitrates, device huge buffer speed card, may run trouble. wary using hero3 mode higher bit rate 1080p protune website list part number adapter, without adapter. product description amazon. likely amazon getting product description right (a bit common interesting 20 number testing card. test extremely simple. write 1gb zero onto card using standard unix dd command read 128kb special device /dev/zero write onto card. 128kb = 1gb. dd display transfer stats dd run iostat second 1 second interval stats measure current speed. done mac. dd command line used repeat test linux system, however iostat command different linux would need modified choose 128kb block size, seems device driver sequential writes anyhow. using different block sizes, result dd if=/dev/zero of=test bs=131072 count=81928192+0 record in8192+0 record out1073741824 byte transferred sec 10 mb/s right? iostat running dd command recorded iostat -d -w 1 disk2disk2kb/t tps 76 185 61 ... dd finish writing 1gb zero card ... last never dip 10mb/s card labeled comparison, test run samsung pro 64gb micro-sd dd if=/dev/zero of=test bs=131072 count=81928192+0 record in8192+0 record out1073741824 byte transferred sec iostat -d -w 1 disk2disk2kb/t tps 150 150 ... dd finish writing 1gb zero card ... samsung average 2x faster, importantly speed much important, never dip 10mb/s.",2013-03-04,644,1,0,1,1,1.0,0.2065493143772374,0.9095,pos
124,alexander,5.0,else say sandisk ultra 64 gb micro sd xc ? perfect sandisk card,2014-06-21,170,0,0,0,0,0.0,0.0,0.5719,pos
125,Alexander Stevens,5.0,,2012-08-21,839,2,1,3,1,0.6666666666666666,0.2076596008020476,0.0,neg
126,Alex & Autumn,5.0,husband bought gopro used record vacation mexico. still half space left!,2014-05-13,209,0,0,0,0,0.0,0.0,0.0,neg
127,Alex Batista,5.0,item is; i've using month record hd video gopro hero3 without problems.,2013-11-21,382,1,0,1,1,1.0,0.2065493143772374,0.3089,pos
128,Alex Choung,5.0,"third purchase. 4 they've working fine far. installed smart phone, camera even used portable storage device noticed issue them. good product.",2013-01-03,704,0,0,0,0,0.0,0.0,0.7506,pos
129,alex Dahik,5.0,"love little guy super fast lot space storage, plug enjoy",2013-04-02,615,0,0,0,0,0.0,0.0,0.9005,pos
130,Alex,5.0,bought gopro hero3 camera without problems. pleasantly surprised good quality memory card adapter! turn laptop,2013-05-31,556,0,0,0,0,0.0,0.0,0.3027,pos
131,alex,5.0,"great addition smart phone huge capacity store data. also pretty fast record video, lag recording.",2013-04-30,587,0,0,0,0,0.0,0.0,0.872,pos
132,Alex,5.0,micro sd card well made great read write speed added gray amount memory samsung galaxy s4. really recommend,2013-01-07,700,0,0,0,0,0.0,0.0,0.8399,pos
133,Alex,5.0,"bought item use gopro hero 3 sell gopro website, lot cheaper amazon. yet problem card.",2013-08-13,482,1,0,1,1,1.0,0.2065493143772374,0.3818,pos
134,Alex Pomilio,5.0,"work perfectly fair price, immediately recognized device use . good purchase!",2014-07-02,159,0,0,0,0,0.0,0.0,0.8655,pos
135,"Alex ""Tell it like it is""",5.0,"need little formatting yet see sandisk fail. cut almost every brand sd card fail except numerous brand remember take bit device buffer information sd card static corrupt sd card usually easily fixed formatting. always back document soon create playlists, etc. device remove sd card, device smart enough put sd card back end blank playlist even though song watch sd card work whatever reason google sd card formatting help out. 64gb version seem formatting issue like 32gb one even formatting fat32 it.",2013-11-09,394,0,0,0,0,0.0,0.0,0.3182,pos
136,Alex Vastartis,5.0,sandisk company trust offering good product low adapter small case get full sd card size keep getting lost use.,2014-01-07,335,0,0,0,0,0.0,0.0,0.4215,pos
137,Alex X,5.0,"appears class 10, hold much say does, came sd card adapter even gave option ridiculous plastic package know one scissors refuse cut end time getting open. completely advertised.",2013-11-03,400,0,0,0,0,0.0,0.0,-0.7003,neg
138,Alex Zimmerman,5.0,bought card gopro hero3+ worked fine. people said problem card new gopros problems. micro card work anything also take standard card due included adapter.,2013-10-31,403,0,0,0,0,0.0,0.0,-0.5574,neg
139,Al Girardot,5.0,always good experience sandisk products. priced well. installed wife's cell phone immediately recognized. quite sure feature chip supposed amount memory good deal - extra feature not.,2013-02-03,673,0,0,0,0,0.0,0.0,0.8588,pos
140,A.L,5.0,come nice little adapter microsdhc use normal size sd card also. pretty price 32gb pretty reasonable class 10 fast hd 1080p video recording dslr camera.i bought use gopro 3. taking picture & video working great give file video & picture yet. working pretty good. san-disk pretty reliable brand able go wrong it.,2013-06-20,536,0,0,0,0,0.0,0.0,0.9612,pos
141,Al,5.0,"great value, plenty storage phone & tablet! looked around really good deal.",2013-05-12,575,0,0,0,0,0.0,0.0,0.8746,pos
142,AL,5.0,shipped fast worked really well! use case take lot photos! load fast!,2014-05-14,208,0,0,0,0,0.0,0.0,0.5055,pos
143,"Ali Etezadkhah ""Ali""",1.0,"old sandisk sd card still works. thought new card would reliable, microsd card failed yesterday inside phone. used adapter connect computer, bought directly amazon third party vendor, know genuine sandisk.",2013-06-22,534,0,0,0,0,0.0,0.0,0.0258,pos
144,Ali G Sandoval,5.0,best price,2014-07-14,147,0,0,0,0,0.0,0.0,0.6369,pos
145,Ali M. Faraj,5.0,bought memory card samsung note 10.1. really happy recommending product & pleased it.,2013-01-27,680,0,0,0,0,0.0,0.0,0.7841,pos
146,Ali Saberi,5.0,"shipping fast , product great quality great like manufacture going order space",2014-03-19,264,0,0,0,0,0.0,0.0,0.8934,pos
147,Alisha,4.0,far good. bought samsung micro sd card bestbuy somehow second one. hopefully keep stuff,2013-05-12,575,0,0,0,0,0.0,0.0,0.6808,pos
148,alisha,4.0,still 26 gb left came hard case protection,2014-11-07,31,0,0,0,0,0.0,0.0,-0.1027,neg
149,Ali Tweel,5.0,"i'm using sd card samsung galaxy s3 instead another one bought manufacture ""sandisk 32 gb mobile microsdhc flash memory card working perfectly since october 2012.",2013-05-26,561,0,0,0,0,0.0,0.0,0.6369,pos
150,A. Liu,2.0,used galaxy note 2 past 16 months. sudden longer tried many way reformat card. even window say format successful file remain remove re-insert card. since file card i'm able delete. want sent back sandisk replacement.,2014-02-05,306,0,0,0,0,0.0,0.0,0.6249,pos
151,aljacobs,5.0,"usual sandisk quality worked expected delivered time, problem worked great android samsung tablet.",2014-09-07,92,0,0,0,0,0.0,0.0,0.34,pos
152,ALJ,5.0,"put lumix camera work fast great, complaints, never issues, highly recommended, brand always come .",2013-04-18,599,0,0,0,0,0.0,0.0,0.1509,pos
153,Allan Araya Martnez,5.0,great product enough capacity delivers performance. happy product samsung galaxy s4 phone.,2013-12-26,347,0,0,0,0,0.0,0.0,0.8316,pos
154,Allen,5.0,"got can't beat price sandisk far always reliable me. two 32gb uhs-1 card older (16gb, 8gb, class 4, class 6, etc) sandisk microsds including standard sd usb thumb drive test one card think failing, still able recover data (just write i'm pretty hard media. say?",2014-03-15,268,0,0,0,0,0.0,0.0,-0.128,neg
155,"Allison &amp; Bill Dunn ""Alli""",5.0,"great memory card. using along work great. fast transfer rate, good capacity, reasonable price. else could ask for?",2013-05-11,576,1,0,1,1,1.0,0.2065493143772374,0.9022,pos
156,"Allnyfan ""Allnyfan""",4.0,cannot go wrong sandisk date work advertised. price great cost saving came amazon great reputation date far purchased them.,2013-05-12,575,0,0,0,0,0.0,0.0,0.9091,pos
157,"Aloha Jo Distributions ""PiggyBank Inc""",5.0,awesome card.. glad able use,2014-10-07,62,0,0,0,0,0.0,0.0,0.7964,pos
158,AlphaTrio,5.0,great storage size. first came out. thought sale price $119 excellent. got price since first great action cam. battery ran ran memory.,2014-07-07,154,0,0,0,0,0.0,0.0,0.9169,pos
159,Alsina S. Jorge,4.0,problem storage speed. insert card kingston due covering something one sides. microsd kind problem reader.,2012-12-26,712,0,0,0,0,0.0,0.0,-0.25,neg
160,Al Swanson,4.0,replaced one crapped tablet - taking apps hour time it.,2014-06-13,178,0,0,0,0,0.0,0.0,0.0,neg
161,AltarEgo23,5.0,"bought gift hubby seems quite well happy it. given issues, certainly us lot smartphone since techie lol",2013-07-03,523,0,0,0,0,0.0,0.0,0.9256,pos
162,"Altone Argith ""midasknight2""",5.0,"exactly needed galaxy s5. word kitkat apps editing, deleting anything sd card. stock apps come phone downloaded one able to. trick pic movie whatever copy phone internal storage delete there. fix come non root work around operating system.",2014-01-07,335,0,0,0,0,0.0,0.0,-0.0516,neg
163,Alton L Spencer,3.0,"worked great galaxy work unknown reason. used 4 month crapped out. back data things,",2014-05-27,195,0,0,0,0,0.0,0.0,0.6249,pos
164,"Alton Rogers ""AGR""",5.0,use camera traveling. 32 gb take bunch accessories. also use cell phones.,2013-06-25,531,0,0,0,0,0.0,0.0,0.0,neg
165,Alvaro Aros,5.0,enough storage low price class 10 use several make linux based ssd.,2013-09-16,448,0,0,0,0,0.0,0.0,-0.2732,neg
166,"alwayseric ""alwayseric""",5.0,"handy. 64gb good size. even though many device claim support 32 gb card, many actually support 64g card.i like sandisk, brand always trust (not saying dont happened",2013-01-30,677,0,0,0,0,0.0,0.0,0.9201,pos
167,Al Wilgus,5.0,bought raspberry pi. large enough run full price / speed good bargain.,2013-12-27,346,0,0,0,0,0.0,0.0,0.5719,pos
168,Alzain,5.0,"good, thanks must gopro cam get benefit cam,",2013-12-21,352,0,0,0,0,0.0,0.0,0.8316,pos
169,amabostonian,4.0,"use raspberry pi, sd adapter, work appeared genuine although sandisk counterfeiter gotten really recent years.i like getting microsdhc card different device sizes. example, let's say buy used phone need memory card, i'm using pi -- take pi's card, take adapter, put device, rather pay money wait week delivery new one.",2013-02-14,662,0,0,0,0,0.0,0.0,0.3321,pos
170,"A. Madrid ""Fresh""",5.0,popped moved apps card work great. video handled quickly apps start fast.,2013-10-07,427,0,0,0,0,0.0,0.0,0.6249,pos
171,Amanda Veon,5.0,great buy. work fine use everyday cell phone. adapter great moving file computer cell phone. buy opportunity itself.,2014-01-15,327,0,0,0,0,0.0,0.0,0.9153,pos
172,"A. Mandeville ""Somanytools""",5.0,oh waited s3 samsung note 3 transfer rate close rated speed make music collection truly portable (so nice carry 2 device review help,2014-05-17,205,1,0,1,1,1.0,0.2065493143772374,0.8126,pos
173,A-Man,4.0,"micro sd card perfect smartphone user looking expand storage device. personally using one samsung galaxy note 3. work like charm. fast, cheap, fairly reliable. looking extremely fast speed however, consider sandisk extreme series fastest microsd card world. card came adapter card plug becomes full sized sd card. looking use camera device us sd cards, please look card nearly fast full sized sd card used cameras. adapter used data phone device, computer. all, great buy smartphone user looking higher storage capacity. price fluctuates often, catch em got mine around",2013-12-24,349,1,0,1,1,1.0,0.2065493143772374,0.9485,pos
174,A. Marte,1.0,"bought august 2013. april 2014 card stopped functioning. still read, writing capability gone. that's le one year. i'm extremely disappointed card. usage galaxy s4. 40gb data it. guess i'm going look another card longer one.",2014-06-25,166,1,0,1,1,1.0,0.2065493143772374,-0.6478,neg
175,"Amazon Customer ""Animaleyez""",5.0,"would get anything 64gb instantaneous movies, video, music pictures. android phone that's capable accepting micro sd card go ahead get one two.",2013-08-11,484,0,0,0,0,0.0,0.0,0.6369,pos
176,"Amazon Customer ""Bargain Hunter""",5.0,"originally bought off-brand card new gs4 price seemed good. then, day took lot mysteriously since i've good experience sandisk past, immediately found card (which happy sale bought it. i've absolutely problem expect continue working long time *knock quality product. buy card without brand name.",2014-03-14,269,0,0,0,0,0.0,0.0,0.7584,pos
177,"Amazon Customer ""Christian""",1.0,"use sdxc card 128gb, card unreadable arrival. pc said needed formatted, last resort let one try (windows sdxc could format it. way back amazon. i'm glad return easy!",2013-05-22,565,0,0,0,0,0.0,0.0,0.784,pos
178,"Amazon Customer ""Chuck E""",5.0,"always good, else say ?",2014-11-07,31,0,0,0,0,0.0,0.0,0.4404,pos
179,"Amazon Customer ""DPM""",5.0,work expected. based price performance may best product. found sandisk brand,2013-11-24,379,0,0,0,0,0.0,0.0,0.6369,pos
